PassportNum,ConfirmationNum,FlightNum,SeatNum,AircraftID
415,40454,810,22A,74
416,40455,810,27C,74
417,40456,810,21A,74
418,40457,810,8D,74
419,40458,810,3D,74
420,40459,810,37D,74
421,40460,810,11C,74
422,40461,810,36F,74
423,40462,810,2C,74
424,40463,810,30C,74
425,40464,810,30E,74
426,40465,810,38A,74
427,40466,810,11B,74
428,40467,810,38D,74
429,40468,810,12D,74
430,40469,810,31E,74
431,40470,810,9D,74
432,40471,810,10A,74
433,40472,810,23C,74
434,40473,810,3A,74
435,40474,810,3B,74
436,40475,810,33B,74
437,40476,810,8A,74
438,40477,810,32F,74
439,40478,810,11E,74
440,40479,810,9F,74
441,40480,810,37A,74
442,40481,810,35F,74
443,40482,810,26C,74
444,40483,810,1D,74
445,40484,810,1A,74
446,40485,810,2B,74
447,40486,810,25F,74
448,40487,810,8F,74
449,40488,810,29B,74
450,40489,810,26D,74
451,40490,810,21D,74
452,40491,810,25B,74
453,40492,810,22B,74
454,40493,810,24A,74
455,40494,810,7F,74
456,40495,810,20A,74
457,40496,810,1D,74
458,40497,810,26F,74
459,40498,810,26B,74
460,40499,810,35D,74
461,40500,811,38B,58
462,40501,811,26A,58
463,40502,811,26F,58
464,40503,811,36B,58
465,40504,811,36E,58
466,40505,811,7E,58
467,40506,811,35A,58
468,40507,811,35F,58
469,40508,811,38C,58
470,40509,811,31F,58
471,40510,811,20C,58
472,40511,811,3A,58
473,40512,811,10B,58
474,40513,811,12C,58
475,40514,811,8B,58
476,40515,811,2A,58
477,40516,811,30B,58
478,40517,811,32F,58
479,40518,811,7D,58
480,40519,811,26C,58
481,40520,811,22A,58
482,40521,811,7E,58
483,40522,811,38A,58
484,40523,811,12E,58
485,40524,811,37F,58
486,40525,811,10B,58
487,40526,811,24E,58
488,40527,811,21E,58
489,40528,811,27F,58
490,40529,811,24B,58
491,40530,811,1D,58
492,40531,811,37C,58
493,40532,811,32E,58
494,40533,811,27D,58
495,40534,811,1A,58
496,40535,811,3D,58
497,40536,811,21B,58
498,40537,811,24D,58
499,40538,811,21D,58
500,40539,811,31E,58
501,40540,811,1C,58
502,40541,811,8F,58
503,40542,811,29C,58
504,40543,811,33E,58
505,40544,811,37B,58
506,40545,811,30C,58
507,40546,811,28C,58
508,40547,811,10C,58
509,40548,811,10E,58
510,40549,811,7F,58
511,40550,812,9E,74
512,40551,812,32F,74
513,40552,812,20F,74
514,40553,812,30D,74
515,40554,812,34A,74
516,40555,812,12B,74
517,40556,812,1D,74
518,40557,812,25D,74
519,40558,812,38A,74
520,40559,812,27C,74
1,40560,812,22B,74
2,40561,812,7F,74
3,40562,812,11E,74
4,40563,812,21E,74
5,40564,812,34B,74
6,40565,812,38F,74
7,40566,812,21A,74
8,40567,812,24C,74
9,40568,812,36F,74
10,40569,812,22E,74
11,40570,812,27D,74
12,40571,812,10E,74
13,40572,812,2B,74
14,40573,812,27A,74
15,40574,812,12C,74
16,40575,812,10C,74
17,40576,812,36B,74
18,40577,812,37F,74
19,40578,812,20A,74
20,40579,812,9B,74
21,40580,812,34C,74
22,40581,812,31D,74
23,40582,812,11A,74
24,40583,812,1B,74
25,40584,812,31F,74
26,40585,812,28A,74
27,40586,812,2A,74
28,40587,812,23A,74
29,40588,812,38D,74
30,40589,812,29C,74
31,40590,812,11D,74
32,40591,812,21C,74
33,40592,812,29F,74
34,40593,812,28E,74
35,40594,812,34F,74
36,40595,812,25E,74
37,40596,812,20D,74
38,40597,812,30E,74
39,40598,812,31C,74
40,40599,812,35D,74
41,40600,813,33D,84
42,40601,813,12C,84
43,40602,813,26F,84
44,40603,813,36E,84
45,40604,813,7A,84
46,40605,813,1C,84
47,40606,813,25F,84
48,40607,813,9B,84
49,40608,813,1A,84
50,40609,813,31A,84
51,40610,813,38C,84
52,40611,813,24E,84
53,40612,813,36C,84
54,40613,813,30C,84
55,40614,813,24F,84
56,40615,813,29D,84
57,40616,813,22D,84
58,40617,813,25A,84
59,40618,813,31A,84
60,40619,813,35E,84
61,40620,813,27E,84
62,40621,813,23E,84
63,40622,813,9D,84
64,40623,813,10F,84
65,40624,813,32A,84
66,40625,813,25C,84
67,40626,813,33F,84
68,40627,813,25D,84
69,40628,813,23C,84
70,40629,813,38A,84
71,40630,813,8E,84
72,40631,813,36A,84
73,40632,813,34F,84
74,40633,813,35D,84
75,40634,813,25C,84
76,40635,813,37E,84
77,40636,813,31E,84
78,40637,813,28B,84
79,40638,813,21A,84
80,40639,813,29C,84
81,40640,813,35B,84
82,40641,813,26A,84
83,40642,813,36B,84
84,40643,813,2A,84
85,40644,813,10E,84
86,40645,813,32A,84
87,40646,813,26E,84
88,40647,813,34C,84
89,40648,813,20C,84
90,40649,813,9F,84
91,40650,814,2C,94
92,40651,814,7E,94
93,40652,814,9A,94
94,40653,814,24B,94
95,40654,814,31A,94
96,40655,814,1C,94
97,40656,814,7F,94
98,40657,814,27B,94
99,40658,814,12A,94
100,40659,814,33A,94
101,40660,814,27F,94
102,40661,814,29D,94
103,40662,814,23E,94
104,40663,814,26B,94
105,40664,814,35E,94
106,40665,814,38F,94
107,40666,814,12C,94
108,40667,814,30F,94
109,40668,814,26E,94
110,40669,814,3A,94
111,40670,814,7A,94
112,40671,814,32D,94
113,40672,814,10A,94
114,40673,814,20A,94
115,40674,814,36C,94
116,40675,814,12B,94
117,40676,814,37F,94
118,40677,814,21C,94
119,40678,814,27D,94
120,40679,814,30D,94
121,40680,814,26F,94
122,40681,814,23F,94
123,40682,814,36A,94
124,40683,814,9C,94
125,40684,814,29E,94
126,40685,814,32F,94
127,40686,814,10B,94
128,40687,814,12D,94
129,40688,814,2B,94
130,40689,814,31F,94
131,40690,814,8B,94
132,40691,814,7D,94
133,40692,814,24C,94
134,40693,814,33E,94
135,40694,814,10C,94
136,40695,814,24E,94
137,40696,814,32C,94
138,40697,814,21F,94
139,40698,814,33C,94
140,40699,814,10E,94
141,40700,815,25E,86
142,40701,815,20E,86
143,40702,815,3C,86
144,40703,815,22A,86
145,40704,815,37C,86
146,40705,815,12F,86
147,40706,815,32D,86
148,40707,815,7C,86
149,40708,815,22C,86
150,40709,815,38B,86
151,40710,815,33B,86
152,40711,815,11E,86
153,40712,815,31C,86
154,40713,815,11F,86
155,40714,815,33A,86
156,40715,815,26B,86
157,40716,815,32C,86
158,40717,815,24B,86
159,40718,815,33D,86
160,40719,815,28D,86
161,40720,815,10A,86
162,40721,815,35C,86
163,40722,815,32F,86
164,40723,815,20D,86
165,40724,815,38D,86
166,40725,815,33F,86
167,40726,815,7A,86
168,40727,815,21C,86
169,40728,815,35E,86
170,40729,815,37F,86
171,40730,815,8C,86
172,40731,815,12D,86
173,40732,815,26D,86
174,40733,815,34C,86
175,40734,815,2A,86
176,40735,815,1B,86
177,40736,815,25F,86
178,40737,815,24F,86
179,40738,815,23E,86
180,40739,815,36C,86
181,40740,815,12E,86
182,40741,815,30F,86
183,40742,815,27D,86
184,40743,815,35A,86
185,40744,815,38B,86
186,40745,815,35D,86
187,40746,815,36F,86
188,40747,815,32E,86
189,40748,815,7E,86
190,40749,815,26D,86
191,40750,816,24B,69
192,40751,816,3D,69
193,40752,816,30A,69
194,40753,816,34D,69
195,40754,816,23A,69
196,40755,816,11C,69
197,40756,816,28A,69
198,40757,816,38C,69
199,40758,816,35A,69
200,40759,816,26E,69
201,40760,816,20E,69
202,40761,816,30C,69
203,40762,816,1A,69
204,40763,816,32D,69
205,40764,816,1B,69
206,40765,816,12B,69
207,40766,816,8F,69
208,40767,816,36D,69
209,40768,816,29F,69
210,40769,816,24E,69
211,40770,816,1C,69
212,40771,816,12F,69
213,40772,816,28B,69
214,40773,816,8D,69
215,40774,816,23F,69
216,40775,816,27E,69
217,40776,816,38F,69
218,40777,816,32A,69
219,40778,816,7C,69
220,40779,816,37A,69
221,40780,816,8A,69
222,40781,816,23C,69
223,40782,816,30F,69
224,40783,816,37B,69
225,40784,816,33C,69
226,40785,816,9B,69
227,40786,816,26E,69
228,40787,816,10E,69
229,40788,816,11A,69
230,40789,816,25E,69
231,40790,816,33B,69
232,40791,816,21E,69
233,40792,816,27B,69
234,40793,816,38A,69
235,40794,816,33E,69
236,40795,816,24A,69
237,40796,816,36C,69
238,40797,816,26D,69
239,40798,816,27D,69
240,40799,816,27A,69
241,40800,817,30D,100
242,40801,817,22D,100
243,40802,817,27E,100
244,40803,817,24F,100
245,40804,817,9C,100
246,40805,817,10D,100
247,40806,817,22F,100
248,40807,817,11B,100
249,40808,817,12B,100
250,40809,817,38B,100
251,40810,817,3A,100
252,40811,817,38C,100
253,40812,817,20F,100
254,40813,817,33A,100
255,40814,817,8B,100
256,40815,817,1C,100
257,40816,817,21F,100
258,40817,817,35C,100
259,40818,817,7C,100
260,40819,817,24A,100
261,40820,817,30E,100
262,40821,817,1A,100
263,40822,817,35A,100
264,40823,817,9A,100
265,40824,817,7E,100
266,40825,817,3B,100
267,40826,817,30C,100
268,40827,817,28F,100
269,40828,817,28B,100
270,40829,817,24D,100
271,40830,817,27B,100
272,40831,817,30A,100
273,40832,817,34E,100
274,40833,817,33E,100
275,40834,817,26A,100
276,40835,817,2C,100
277,40836,817,26F,100
278,40837,817,34A,100
279,40838,817,11C,100
280,40839,817,25D,100
281,40840,817,34C,100
282,40841,817,8D,100
283,40842,817,31A,100
284,40843,817,34F,100
285,40844,817,20C,100
286,40845,817,29D,100
287,40846,817,25E,100
288,40847,817,29C,100
289,40848,817,20A,100
290,40849,817,37C,100
291,40850,818,1A,46
292,40851,818,5D,46
293,40852,818,6E,46
294,40853,818,16A,46
295,40854,818,4A,46
296,40855,818,9B,46
297,40856,818,4F,46
298,40857,818,12C,46
299,40858,818,17F,46
300,40859,818,19C,46
301,40860,818,17A,46
302,40861,818,18F,46
303,40862,818,5E,46
304,40863,818,7F,46
305,40864,818,18A,46
306,40865,818,11F,46
307,40866,818,1B,46
308,40867,818,19B,46
309,40868,818,4E,46
310,40869,818,6C,46
311,40870,818,13E,46
312,40871,818,6A,46
313,40872,818,15D,46
314,40873,818,9F,46
315,40874,818,3D,46
316,40875,818,10F,46
317,40876,818,9E,46
318,40877,818,4C,46
319,40878,818,3E,46
320,40879,818,19F,46
321,40880,818,4B,46
322,40881,818,12E,46
323,40882,818,13A,46
324,40883,818,20D,46
325,40884,818,16E,46
326,40885,818,13F,46
327,40886,818,20A,46
328,40887,818,11B,46
329,40888,818,14F,46
330,40889,818,22C,46
331,40890,818,8C,46
332,40891,818,14B,46
333,40892,818,14C,46
334,40893,818,4E,46
335,40894,818,16B,46
336,40895,818,5A,46
337,40896,818,14A,46
338,40897,818,20D,46
339,40898,818,22A,46
340,40899,818,19A,46
341,40900,819,3D,22
342,40901,819,7D,22
343,40902,819,22C,22
344,40903,819,11F,22
345,40904,819,16B,22
346,40905,819,19A,22
347,40906,819,22E,22
348,40907,819,16C,22
349,40908,819,1B,22
350,40909,819,3A,22
351,40910,819,15F,22
352,40911,819,3E,22
353,40912,819,9A,22
354,40913,819,2B,22
355,40914,819,18C,22
356,40915,819,20B,22
357,40916,819,22C,22
358,40917,819,1D,22
359,40918,819,1A,22
360,40919,819,9D,22
361,40920,819,10E,22
362,40921,819,18E,22
363,40922,819,7C,22
364,40923,819,10A,22
365,40924,819,16D,22
366,40925,819,4D,22
367,40926,819,12C,22
368,40927,819,8B,22
369,40928,819,10D,22
370,40929,819,9E,22
371,40930,819,3F,22
372,40931,819,14E,22
373,40932,819,5E,22
374,40933,819,7F,22
375,40934,819,17D,22
376,40935,819,7A,22
377,40936,819,1C,22
378,40937,819,6B,22
379,40938,819,19C,22
380,40939,819,10F,22
381,40940,819,6E,22
382,40941,819,15C,22
383,40942,819,5C,22
384,40943,819,3B,22
385,40944,819,18D,22
386,40945,819,5F,22
387,40946,819,21C,22
388,40947,819,8D,22
389,40948,819,7B,22
390,40949,819,8C,22
391,40950,820,37F,55
392,40951,820,7D,55
393,40952,820,25F,55
394,40953,820,12B,55
395,40954,820,25C,55
396,40955,820,33D,55
397,40956,820,26C,55
398,40957,820,34C,55
399,40958,820,32B,55
400,40959,820,3D,55
401,40960,820,23A,55
402,40961,820,20C,55
403,40962,820,20F,55
404,40963,820,34F,55
405,40964,820,26D,55
406,40965,820,12E,55
407,40966,820,23D,55
408,40967,820,12D,55
409,40968,820,20A,55
410,40969,820,20B,55
411,40970,820,11D,55
412,40971,820,28F,55
413,40972,820,10E,55
414,40973,820,26A,55
415,40974,820,29D,55
416,40975,820,28D,55
417,40976,820,9C,55
418,40977,820,8B,55
419,40978,820,26E,55
420,40979,820,24F,55
421,40980,820,7E,55
422,40981,820,25A,55
423,40982,820,22C,55
424,40983,820,30F,55
425,40984,820,22A,55
426,40985,820,29E,55
427,40986,820,26F,55
428,40987,820,3C,55
429,40988,820,30C,55
430,40989,820,33B,55
431,40990,820,1D,55
432,40991,820,26B,55
433,40992,820,28C,55
434,40993,820,28A,55
435,40994,820,28E,55
436,40995,820,10B,55
437,40996,820,33E,55
438,40997,820,22B,55
439,40998,820,37D,55
440,40999,820,29F,55
441,41000,821,9B,5
442,41001,821,13B,5
443,41002,821,7D,5
444,41003,821,22B,5
445,41004,821,18D,5
446,41005,821,11B,5
447,41006,821,11F,5
448,41007,821,19C,5
449,41008,821,8D,5
450,41009,821,3D,5
451,41010,821,16A,5
452,41011,821,3C,5
453,41012,821,21D,5
454,41013,821,1A,5
455,41014,821,15F,5
456,41015,821,2B,5
457,41016,821,15D,5
458,41017,821,16B,5
459,41018,821,7A,5
460,41019,821,20C,5
461,41020,821,21A,5
462,41021,821,17D,5
463,41022,821,6A,5
464,41023,821,5B,5
465,41024,821,14D,5
466,41025,821,20F,5
467,41026,821,20D,5
468,41027,821,13D,5
469,41028,821,10E,5
470,41029,821,9A,5
471,41030,821,12D,5
472,41031,821,12E,5
473,41032,821,22F,5
474,41033,821,6E,5
475,41034,821,6D,5
476,41035,821,22E,5
477,41036,821,12B,5
478,41037,821,1C,5
479,41038,821,15F,5
480,41039,821,18C,5
481,41040,821,2C,5
482,41041,821,13D,5
483,41042,821,8B,5
484,41043,821,1D,5
485,41044,821,5A,5
486,41045,821,18D,5
487,41046,821,4E,5
488,41047,821,18F,5
489,41048,821,18A,5
490,41049,821,5E,5
491,41050,822,23E,56
492,41051,822,26D,56
493,41052,822,27F,56
494,41053,822,1A,56
495,41054,822,36E,56
496,41055,822,28F,56
497,41056,822,33A,56
498,41057,822,22E,56
499,41058,822,21E,56
500,41059,822,21F,56
501,41060,822,9F,56
502,41061,822,26B,56
503,41062,822,38B,56
504,41063,822,31D,56
505,41064,822,37C,56
506,41065,822,8D,56
507,41066,822,21C,56
508,41067,822,20C,56
509,41068,822,32A,56
510,41069,822,34F,56
511,41070,822,20A,56
512,41071,822,35D,56
513,41072,822,2C,56
514,41073,822,2B,56
515,41074,822,36A,56
516,41075,822,11B,56
517,41076,822,31B,56
518,41077,822,36C,56
519,41078,822,28D,56
520,41079,822,22C,56
1,41080,822,8F,56
2,41081,822,11D,56
3,41082,822,3D,56
4,41083,822,34D,56
5,41084,822,22D,56
6,41085,822,24C,56
7,41086,822,9B,56
8,41087,822,35B,56
9,41088,822,2A,56
10,41089,822,20D,56
11,41090,822,34A,56
12,41091,822,30C,56
13,41092,822,27B,56
14,41093,822,26A,56
15,41094,822,7A,56
16,41095,822,2D,56
17,41096,822,28C,56
18,41097,822,10A,56
19,41098,822,38F,56
20,41099,822,23C,56
21,41100,823,12D,32
22,41101,823,21E,32
23,41102,823,21C,32
24,41103,823,14E,32
25,41104,823,19B,32
26,41105,823,5F,32
27,41106,823,14C,32
28,41107,823,20F,32
29,41108,823,12E,32
30,41109,823,6E,32
31,41110,823,22E,32
32,41111,823,18F,32
33,41112,823,7B,32
34,41113,823,7A,32
35,41114,823,4D,32
36,41115,823,11D,32
37,41116,823,8C,32
38,41117,823,2C,32
39,41118,823,1A,32
40,41119,823,11C,32
41,41120,823,13A,32
42,41121,823,18D,32
43,41122,823,16D,32
44,41123,823,13E,32
45,41124,823,9B,32
46,41125,823,17D,32
47,41126,823,5A,32
48,41127,823,14A,32
49,41128,823,16B,32
50,41129,823,19A,32
51,41130,823,4B,32
52,41131,823,14C,32
53,41132,823,18A,32
54,41133,823,21F,32
55,41134,823,16C,32
56,41135,823,18E,32
57,41136,823,8A,32
58,41137,823,18B,32
59,41138,823,6E,32
60,41139,823,22B,32
61,41140,823,7D,32
62,41141,823,1B,32
63,41142,823,15D,32
64,41143,823,11A,32
65,41144,823,13D,32
66,41145,823,12A,32
67,41146,823,6B,32
68,41147,823,16F,32
69,41148,823,3C,32
70,41149,823,12B,32
71,41150,824,36C,88
72,41151,824,25C,88
73,41152,824,9E,88
74,41153,824,10E,88
75,41154,824,36A,88
76,41155,824,24F,88
77,41156,824,24D,88
78,41157,824,20D,88
79,41158,824,10D,88
80,41159,824,27B,88
81,41160,824,28F,88
82,41161,824,27E,88
83,41162,824,26C,88
84,41163,824,21F,88
85,41164,824,20F,88
86,41165,824,34F,88
87,41166,824,27F,88
88,41167,824,30F,88
89,41168,824,10F,88
90,41169,824,33B,88
91,41170,824,24A,88
92,41171,824,34C,88
93,41172,824,7C,88
94,41173,824,26D,88
95,41174,824,2B,88
96,41175,824,1A,88
97,41176,824,30B,88
98,41177,824,21C,88
99,41178,824,26A,88
100,41179,824,31D,88
101,41180,824,38C,88
102,41181,824,37E,88
103,41182,824,20E,88
104,41183,824,9C,88
105,41184,824,7C,88
106,41185,824,20B,88
107,41186,824,10A,88
108,41187,824,32D,88
109,41188,824,26C,88
110,41189,824,28C,88
111,41190,824,22C,88
112,41191,824,33A,88
113,41192,824,31C,88
114,41193,824,22D,88
115,41194,824,20C,88
116,41195,824,21E,88
117,41196,824,36B,88
118,41197,824,25B,88
119,41198,824,24B,88
120,41199,824,33F,88
121,41200,825,32E,97
122,41201,825,35A,97
123,41202,825,32F,97
124,41203,825,35D,97
125,41204,825,9B,97
126,41205,825,30B,97
127,41206,825,36F,97
128,41207,825,11C,97
129,41208,825,26C,97
130,41209,825,37E,97
131,41210,825,29A,97
132,41211,825,12A,97
133,41212,825,35D,97
134,41213,825,21A,97
135,41214,825,30E,97
136,41215,825,29D,97
137,41216,825,23A,97
138,41217,825,24E,97
139,41218,825,37D,97
140,41219,825,32B,97
141,41220,825,8A,97
142,41221,825,30A,97
143,41222,825,20A,97
144,41223,825,21C,97
145,41224,825,22D,97
146,41225,825,7E,97
147,41226,825,25A,97
148,41227,825,12E,97
149,41228,825,26E,97
150,41229,825,34D,97
151,41230,825,35E,97
152,41231,825,7F,97
153,41232,825,31C,97
154,41233,825,2A,97
155,41234,825,35F,97
156,41235,825,28B,97
157,41236,825,2C,97
158,41237,825,36A,97
159,41238,825,11A,97
160,41239,825,35B,97
161,41240,825,36E,97
162,41241,825,38C,97
163,41242,825,27B,97
164,41243,825,36B,97
165,41244,825,24D,97
166,41245,825,31E,97
167,41246,825,29E,97
168,41247,825,33A,97
169,41248,825,2B,97
170,41249,825,12F,97
171,41250,826,7F,10
172,41251,826,11B,10
173,41252,826,13A,10
174,41253,826,3E,10
175,41254,826,14E,10
176,41255,826,1C,10
177,41256,826,18F,10
178,41257,826,19F,10
179,41258,826,11C,10
180,41259,826,5A,10
181,41260,826,20C,10
182,41261,826,7E,10
183,41262,826,22D,10
184,41263,826,3B,10
185,41264,826,10D,10
186,41265,826,14A,10
187,41266,826,11F,10
188,41267,826,15E,10
189,41268,826,16F,10
190,41269,826,10E,10
191,41270,826,13C,10
192,41271,826,3D,10
193,41272,826,14D,10
194,41273,826,16A,10
195,41274,826,15C,10
196,41275,826,8C,10
197,41276,826,3F,10
198,41277,826,22A,10
199,41278,826,5C,10
200,41279,826,14B,10
201,41280,826,4B,10
202,41281,826,13D,10
203,41282,826,4E,10
204,41283,826,8D,10
205,41284,826,13F,10
206,41285,826,18A,10
207,41286,826,11F,10
208,41287,826,12B,10
209,41288,826,4C,10
210,41289,826,12F,10
211,41290,826,7A,10
212,41291,826,4A,10
213,41292,826,17C,10
214,41293,826,14E,10
215,41294,826,22C,10
216,41295,826,15F,10
217,41296,826,6A,10
218,41297,826,21C,10
219,41298,826,6E,10
220,41299,826,10C,10
221,41300,827,29E,85
222,41301,827,38D,85
223,41302,827,3A,85
224,41303,827,2B,85
225,41304,827,3C,85
226,41305,827,27D,85
227,41306,827,11D,85
228,41307,827,26B,85
229,41308,827,8A,85
230,41309,827,10F,85
231,41310,827,38C,85
232,41311,827,29A,85
233,41312,827,22B,85
234,41313,827,26F,85
235,41314,827,33E,85
236,41315,827,11F,85
237,41316,827,12F,85
238,41317,827,29D,85
239,41318,827,32B,85
240,41319,827,30F,85
241,41320,827,31D,85
242,41321,827,7D,85
243,41322,827,11C,85
244,41323,827,10C,85
245,41324,827,2C,85
246,41325,827,35F,85
247,41326,827,12E,85
248,41327,827,28C,85
249,41328,827,38F,85
250,41329,827,30C,85
251,41330,827,34A,85
252,41331,827,28E,85
253,41332,827,8C,85
254,41333,827,26C,85
255,41334,827,30B,85
256,41335,827,28A,85
257,41336,827,9F,85
258,41337,827,35E,85
259,41338,827,36D,85
260,41339,827,36C,85
261,41340,827,36B,85
262,41341,827,32F,85
263,41342,827,28B,85
264,41343,827,25B,85
265,41344,827,35B,85
266,41345,827,38B,85
267,41346,827,32E,85
268,41347,827,35C,85
269,41348,827,30E,85
270,41349,827,9C,85
271,41350,828,20B,49
272,41351,828,8D,49
273,41352,828,12C,49
274,41353,828,22D,49
275,41354,828,22A,49
276,41355,828,6F,49
277,41356,828,18C,49
278,41357,828,7B,49
279,41358,828,13C,49
280,41359,828,9D,49
281,41360,828,18E,49
282,41361,828,17A,49
283,41362,828,21D,49
284,41363,828,5B,49
285,41364,828,5F,49
286,41365,828,12E,49
287,41366,828,19C,49
288,41367,828,4C,49
289,41368,828,20B,49
290,41369,828,1B,49
291,41370,828,14A,49
292,41371,828,21F,49
293,41372,828,13A,49
294,41373,828,3B,49
295,41374,828,3A,49
296,41375,828,10F,49
297,41376,828,14D,49
298,41377,828,2A,49
299,41378,828,11B,49
300,41379,828,20C,49
301,41380,828,7E,49
302,41381,828,5C,49
303,41382,828,12C,49
304,41383,828,17F,49
305,41384,828,1A,49
306,41385,828,13D,49
307,41386,828,6A,49
308,41387,828,15E,49
309,41388,828,4E,49
310,41389,828,4D,49
311,41390,828,3D,49
312,41391,828,17E,49
313,41392,828,12A,49
314,41393,828,19B,49
315,41394,828,18B,49
316,41395,828,12F,49
317,41396,828,7E,49
318,41397,828,6B,49
319,41398,828,17D,49
320,41399,828,13A,49
321,41400,829,3C,15
322,41401,829,12B,15
323,41402,829,8B,15
324,41403,829,3D,15
325,41404,829,2C,15
326,41405,829,3B,15
327,41406,829,17C,15
328,41407,829,5C,15
329,41408,829,10D,15
330,41409,829,14C,15
331,41410,829,12A,15
332,41411,829,11A,15
333,41412,829,17D,15
334,41413,829,3F,15
335,41414,829,11B,15
336,41415,829,10E,15
337,41416,829,10C,15
338,41417,829,14F,15
339,41418,829,16B,15
340,41419,829,19C,15
341,41420,829,11F,15
342,41421,829,9A,15
343,41422,829,3E,15
344,41423,829,14B,15
345,41424,829,18D,15
346,41425,829,20A,15
347,41426,829,21B,15
348,41427,829,7C,15
349,41428,829,18B,15
350,41429,829,7B,15
351,41430,829,18E,15
352,41431,829,8A,15
353,41432,829,7E,15
354,41433,829,21E,15
355,41434,829,11C,15
356,41435,829,17E,15
357,41436,829,22C,15
358,41437,829,11A,15
359,41438,829,9D,15
360,41439,829,17B,15
361,41440,829,15E,15
362,41441,829,6B,15
363,41442,829,7A,15
364,41443,829,19A,15
365,41444,829,12C,15
366,41445,829,5E,15
367,41446,829,22A,15
368,41447,829,2B,15
369,41448,829,22F,15
370,41449,829,5A,15
371,41450,830,19F,15
372,41451,830,4B,15
373,41452,830,20B,15
374,41453,830,9C,15
375,41454,830,7F,15
376,41455,830,13A,15
377,41456,830,12A,15
378,41457,830,13C,15
379,41458,830,14E,15
380,41459,830,3A,15
381,41460,830,12F,15
382,41461,830,8A,15
383,41462,830,12E,15
384,41463,830,18A,15
385,41464,830,18D,15
386,41465,830,2B,15
387,41466,830,13D,15
388,41467,830,11A,15
389,41468,830,15E,15
390,41469,830,1A,15
391,41470,830,5E,15
392,41471,830,11C,15
393,41472,830,21A,15
394,41473,830,15B,15
395,41474,830,16B,15
396,41475,830,21C,15
397,41476,830,9D,15
398,41477,830,14B,15
399,41478,830,4A,15
400,41479,830,6C,15
401,41480,830,22E,15
402,41481,830,2A,15
403,41482,830,20F,15
404,41483,830,18F,15
405,41484,830,16D,15
406,41485,830,8C,15
407,41486,830,11E,15
408,41487,830,6F,15
409,41488,830,4F,15
410,41489,830,10E,15
411,41490,830,9B,15
412,41491,830,19D,15
413,41492,830,1B,15
414,41493,830,19A,15
415,41494,830,20A,15
416,41495,830,6E,15
417,41496,830,3E,15
418,41497,830,4B,15
419,41498,830,3B,15
420,41499,830,4D,15
421,41500,831,20F,57
422,41501,831,31D,57
423,41502,831,10D,57
424,41503,831,1D,57
425,41504,831,21F,57
426,41505,831,37C,57
427,41506,831,27E,57
428,41507,831,38B,57
429,41508,831,37E,57
430,41509,831,25B,57
431,41510,831,37D,57
432,41511,831,34E,57
433,41512,831,9B,57
434,41513,831,28F,57
435,41514,831,30D,57
436,41515,831,28C,57
437,41516,831,27D,57
438,41517,831,10F,57
439,41518,831,11F,57
440,41519,831,22B,57
441,41520,831,37A,57
442,41521,831,7D,57
443,41522,831,36D,57
444,41523,831,8E,57
445,41524,831,24E,57
446,41525,831,34C,57
447,41526,831,8B,57
448,41527,831,32E,57
449,41528,831,11B,57
450,41529,831,25E,57
451,41530,831,30A,57
452,41531,831,8C,57
453,41532,831,24A,57
454,41533,831,29A,57
455,41534,831,27A,57
456,41535,831,12E,57
457,41536,831,21A,57
458,41537,831,38E,57
459,41538,831,7D,57
460,41539,831,8F,57
461,41540,831,30E,57
462,41541,831,27E,57
463,41542,831,24B,57
464,41543,831,20E,57
465,41544,831,10C,57
466,41545,831,33B,57
467,41546,831,28A,57
468,41547,831,34B,57
469,41548,831,25F,57
470,41549,831,32F,57
471,41550,832,6B,10
472,41551,832,19E,10
473,41552,832,18D,10
474,41553,832,22D,10
475,41554,832,1D,10
476,41555,832,12F,10
477,41556,832,5F,10
478,41557,832,11B,10
479,41558,832,5D,10
480,41559,832,11D,10
481,41560,832,8A,10
482,41561,832,14B,10
483,41562,832,16C,10
484,41563,832,6C,10
485,41564,832,7B,10
486,41565,832,19D,10
487,41566,832,21A,10
488,41567,832,20F,10
489,41568,832,20B,10
490,41569,832,16F,10
491,41570,832,7A,10
492,41571,832,18B,10
493,41572,832,9D,10
494,41573,832,18F,10
495,41574,832,3B,10
496,41575,832,6E,10
497,41576,832,5E,10
498,41577,832,19A,10
499,41578,832,2B,10
500,41579,832,19C,10
501,41580,832,1A,10
502,41581,832,3D,10
503,41582,832,8A,10
504,41583,832,19B,10
505,41584,832,2C,10
506,41585,832,10A,10
507,41586,832,12E,10
508,41587,832,14D,10
509,41588,832,21B,10
510,41589,832,17F,10
511,41590,832,17E,10
512,41591,832,14A,10
513,41592,832,20F,10
514,41593,832,14B,10
515,41594,832,4B,10
516,41595,832,21E,10
517,41596,832,20C,10
518,41597,832,6F,10
519,41598,832,14C,10
520,41599,832,13F,10
1,41600,833,20C,62
2,41601,833,10D,62
3,41602,833,20B,62
4,41603,833,31F,62
5,41604,833,25A,62
6,41605,833,20D,62
7,41606,833,12B,62
8,41607,833,31A,62
9,41608,833,21A,62
10,41609,833,31D,62
11,41610,833,38B,62
12,41611,833,29C,62
13,41612,833,26A,62
14,41613,833,24F,62
15,41614,833,25C,62
16,41615,833,28A,62
17,41616,833,20F,62
